state,parameter,scenario,value
0.34859636964012924,stubbornness,random,0.04
0.3361433005335324,stubbornness,random,0.04
0.043526817118394664,stubbornness,random,0.04
0.4360399290653296,stubbornness,random,0.04
-0.7873947391982707,stubbornness,random,0.04
0.08158430928336914,stubbornness,random,0.04
-0.08133245839178939,stubbornness,random,0.04
-0.4104417073954177,stubbornness,random,0.04
0.07930816060560493,stubbornness,random,0.04
-0.45629429138064376,stubbornness,random,0.04
0.09553950461086591,stubbornness,random,0.04
0.08322026104010974,stubbornness,random,0.04
-0.545259578377106,stubbornness,random,0.04
-0.18468276040304443,stubbornness,random,0.04
-0.097818390103755,stubbornness,random,0.04
0.6623937497575142,stubbornness,random,0.04
-0.7541167456657709,stubbornness,random,0.04
-0.2909665677858811,stubbornness,random,0.04
-0.06307034237654804,stubbornness,random,0.04
-0.12148271048613948,stubbornness,random,0.04
-0.011401746858666306,stubbornness,random,0.04
0.15216056409182166,stubbornness,random,0.04
0.5251547473392382,stubbornness,random,0.04
-0.27053619080537217,stubbornness,random,0.04
-0.5862915220645417,stubbornness,random,0.04
-0.3160318535449962,stubbornness,random,0.04
0.16769945989300472,stubbornness,random,0.04
-0.0008153384510077913,stubbornness,random,0.04
-0.27162377458805786,stubbornness,random,0.04
-0.7902402230692657,stubbornness,random,0.04
0.29055880545166707,stubbornness,random,0.04
0.3960853642466571,stubbornness,random,0.04
0.12295366359072696,stubbornness,random,0.04
-0.05875368271721236,stubbornness,random,0.04
0.17695266961402886,stubbornness,random,0.04
-0.20542212158117035,stubbornness,random,0.04
0.3921712906977544,stubbornness,random,0.04
0.11106526455578913,stubbornness,random,0.04
-0.47661407980483517,stubbornness,random,0.04
0.0996767069382987,stubbornness,random,0.04
-0.3376284970603276,stubbornness,random,0.04
0.5755588905691303,stubbornness,random,0.04
-0.23848110184780366,stubbornness,random,0.04
-0.12913622832838254,stubbornness,random,0.04
-0.0676267640393575,stubbornness,random,0.04
0.40000528622227105,stubbornness,random,0.04
-0.40557302572282444,stubbornness,random,0.04
-0.07794092564056802,stubbornness,random,0.04
0.12691528337201988,stubbornness,random,0.04
-0.44957300706515807,stubbornness,random,0.04
0.31835860015269785,stubbornness,random,0.04
0.3608612074942545,stubbornness,random,0.04
0.46772288555240177,stubbornness,random,0.04
0.016499535038012363,stubbornness,random,0.04
0.18186823744607913,stubbornness,random,0.04
-0.06777417747851273,stubbornness,random,0.04
-0.39822665674963276,stubbornness,random,0.04
-0.10039492728978544,stubbornness,random,0.04
0.03017985769832258,stubbornness,random,0.04
0.6418826418241463,stubbornness,random,0.04
0.4457527607840736,stubbornness,random,0.04
-0.4556443474804316,stubbornness,random,0.04
0.4523514176304455,stubbornness,random,0.04
-0.012369168833324375,stubbornness,random,0.04
0.16640065651084612,stubbornness,random,0.04
0.04575675362442596,stubbornness,random,0.04
0.24172952632685984,stubbornness,random,0.04
-0.009465385107895427,stubbornness,random,0.04
-0.37839490054017805,stubbornness,random,0.04
0.5907899136577683,stubbornness,random,0.04
0.42188399611360117,stubbornness,random,0.04
0.17401543944252115,stubbornness,random,0.04
-0.44854283812638196,stubbornness,random,0.04
0.3734318008828394,stubbornness,random,0.04
-0.04730904467442408,stubbornness,random,0.04
-0.2821244622969466,stubbornness,random,0.04
-0.18121723929692463,stubbornness,random,0.04
-0.6078821483610706,stubbornness,random,0.04
0.12407132830693766,stubbornness,random,0.04
