# avg.std,clstd,avgdegree.degreeSD.mindegree.maxdegree
-2.540731887291141078e-01,1.421854598478618781e-01,1.326000139348662843e-01,1.304000000000000092e+01,6.230071885443885904e+00,6.500000000000000000e+00,3.460000000000000142e+01
-2.550104003527029484e-01,1.435104571234851190e-01,1.339104705277570362e-01,1.305200000000000138e+01,6.230581839215465934e+00,6.500000000000000000e+00,3.460000000000000142e+01
-2.560422118872235919e-01,1.436040705974199194e-01,1.339324971626622562e-01,1.305600000000000094e+01,6.238555191235739983e+00,6.500000000000000000e+00,3.470000000000000284e+01
-2.577003996142246400e-01,1.441748836901083353e-01,1.348600915728357941e-01,1.306400000000000183e+01,6.243006347909168419e+00,6.500000000000000000e+00,3.470000000000000284e+01
-2.581906511308996177e-01,1.471540143351079410e-01,1.371397337086698032e-01,1.307199999999999918e+01,6.242743870766308767e+00,6.500000000000000000e+00,3.470000000000000284e+01
-2.606737805043856659e-01,1.492629651358018394e-01,1.389824435355881960e-01,1.307999999999999829e+01,6.249518924070780912e+00,6.500000000000000000e+00,3.479999999999999716e+01
-2.633940549705015011e-01,1.486402664260889905e-01,1.380926857262863572e-01,1.309599999999999831e+01,6.245937121735993358e+00,6.500000000000000000e+00,3.479999999999999716e+01
-2.651880087806374742e-01,1.496864302391684998e-01,1.397661936790225989e-01,1.309599999999999831e+01,6.245937121735993358e+00,6.500000000000000000e+00,3.479999999999999716e+01
-2.669183014455994152e-01,1.516514740144008222e-01,1.414162843879428200e-01,1.309999999999999964e+01,6.243986035492055109e+00,6.500000000000000000e+00,3.479999999999999716e+01
-2.688825432553795802e-01,1.529067130771158689e-01,1.432111815695251977e-01,1.310399999999999920e+01,6.246622374987959248e+00,6.500000000000000000e+00,3.479999999999999716e+01
-2.702810199694489213e-01,1.536375328469345714e-01,1.432410014016136102e-01,1.311199999999999832e+01,6.253014605920069968e+00,6.500000000000000000e+00,3.479999999999999716e+01
