,bridge,None,node2vec,biased,random
rates,"{0.0: 0.07757593192381265, 0.11111111: 0.02980635040354222, 0.22222222: 0.026399928056027703, 0.33333334: 0.00026917893439820667, 0.44444445: -0.0053670809551092675, 0.5555556: -0.0009544258096514525, 0.6666667: 0.003518714897655241, 0.7777778: -0.005517959835275062, 0.8888889: -0.0033995787630290777, 1.0: -0.004426170546564605}","{0.0: 0.05984173233326513, 0.11111111: 0.10763553003757054, 0.22222222: -0.015599643672369044, 0.33333334: -0.004202262787256906, 0.44444445: -0.004484834577906586, 0.5555556: -0.011157160948783123, 0.6666667: -0.005231877714251244, 0.7777778: -0.005740775210976331, 0.8888889: -0.006877494806572011, 1.0: -0.003153909787978049}","{0.0: 0.12911940210106465, 0.11111111: 0.07165623099820333, 0.22222222: -0.007054973986267659, 0.33333334: -0.009469286828963005, 0.44444445: 0.024910101762607252, 0.5555556: -0.0033095726719080663, 0.6666667: -0.004254792725565477, 0.7777778: -0.0033426008978883802, 0.8888889: -0.001792139946350836, 1.0: -0.0034217789263642964}","{0.0: 0.05634442419359643, 0.11111111: 0.01106477360820406, 0.22222222: 0.012799434655975814, 0.33333334: 0.009867512668584825, 0.44444445: -0.010965445154045936, 0.5555556: -0.007028324994987319, 0.6666667: -0.0035143845742993283, 0.7777778: -0.0049691198672723235, 0.8888889: -0.0030431708537004814, 1.0: -0.0033550919924122072}","{0.0: 0.3441448222876325, 0.11111111: 0.04845421393780058, 0.22222222: 0.026860507100702112, 0.33333334: 0.0175460840765386, 0.44444445: 0.011336597104173812, 0.5555556: -0.027958619574816275, 0.6666667: -0.007488091187916919, 0.7777778: -0.005828442953614678, 0.8888889: -0.0021531426078601787, 1.0: -0.00470427159810511}"
