,avgdegree,degreeSD,mindegree,maxdegree,scenario,rewiring,type
310,12.768749999999999,5.736847066943032,6.5,30.5,biased,same,cl
311,12.8,5.764843291639477,6.625,30.5,biased,same,cl
312,12.8375,5.770670199203278,6.625,30.625,biased,same,cl
313,12.86875,5.779320641855582,6.5,30.75,biased,same,cl
314,12.9,5.7631792028404485,6.5,30.75,biased,same,cl
315,12.937500000000002,5.779635319923595,6.5,30.875,biased,same,cl
316,12.956250000000002,5.777488461481992,6.5,30.875,biased,same,cl
317,12.981250000000001,5.789567736651611,6.5,31.125,biased,same,cl
318,13.024999999999999,5.79112715437745,6.5,31.0,biased,same,cl
319,13.056249999999999,5.816095656944824,6.5,31.125,biased,same,cl
320,13.081249999999999,5.822391412955049,6.375,31.125,biased,same,cl
321,13.10625,5.802120900647727,6.375,31.125,biased,same,cl
322,13.137500000000003,5.784764761190726,6.375,31.125,biased,same,cl
323,13.175,5.80573290106064,6.375,31.25,biased,same,cl
324,13.2,5.806457811564956,6.5,31.25,biased,same,cl
325,13.23125,5.796488100289755,6.5,31.375,biased,same,cl
326,13.26875,5.812908150580659,6.5,31.25,biased,same,cl
327,13.3,5.828510417392052,6.625,31.375,biased,same,cl
328,13.312500000000002,5.847019034146402,6.625,31.5,biased,same,cl
329,13.3375,5.831457404967532,6.625,31.5,biased,same,cl
330,13.362499999999999,5.843546048862619,6.75,31.625,biased,same,cl
331,13.38125,5.84715681240113,6.625,31.75,biased,same,cl
332,13.393749999999999,5.8548433413673155,6.625,31.75,biased,same,cl
333,13.43125,5.851468427339666,6.625,31.875,biased,same,cl
334,13.4625,5.842042539711672,6.625,31.875,biased,same,cl
335,13.481250000000001,5.8404489270116375,6.75,31.75,biased,same,cl
336,13.487500000000002,5.836441208657439,6.75,31.75,biased,same,cl
337,13.506250000000001,5.853154636291447,6.75,31.75,biased,same,cl
338,13.537500000000001,5.817140960966217,6.75,31.625,biased,same,cl
339,13.543750000000001,5.804608440548197,6.75,31.5,biased,same,cl
340,13.58125,5.810741876813404,6.625,31.625,biased,same,cl
341,13.63125,5.799330918217716,6.5,31.625,biased,same,cl
342,13.65625,5.780392451380938,6.75,31.75,biased,same,cl
343,13.68125,5.765838940072945,6.75,31.75,biased,same,cl
344,13.70625,5.746821874901451,6.75,31.75,biased,same,cl
345,13.74375,5.747267073337816,6.75,31.75,biased,same,cl
346,13.75625,5.747279568447674,6.625,31.75,biased,same,cl
347,13.787499999999998,5.748888910298565,6.625,31.75,biased,same,cl
348,13.799999999999997,5.7412871232158595,6.625,31.75,biased,same,cl
349,13.8375,5.735962125969217,6.625,31.75,biased,same,cl
350,13.856250000000001,5.715119690568446,6.625,31.625,biased,same,cl
351,13.875000000000002,5.690693963576423,6.875,31.5,biased,same,cl
352,13.887500000000001,5.703997127606543,7.0,31.5,biased,same,cl
353,13.924999999999999,5.692418095026955,6.875,31.375,biased,same,cl
354,13.95625,5.699665858655171,6.875,31.5,biased,same,cl
355,13.99375,5.69828895408016,6.875,31.5,biased,same,cl
356,14.018749999999999,5.689599703318791,6.875,31.5,biased,same,cl
357,14.0375,5.6743021265456495,6.875,31.5,biased,same,cl
358,14.074999999999998,5.653146755727478,6.875,31.25,biased,same,cl
359,14.100000000000001,5.656600370370921,6.875,31.25,biased,same,cl
360,14.137500000000001,5.655676930960036,6.875,31.375,biased,same,cl
361,14.162500000000001,5.647158774770213,7.0,31.5,biased,same,cl
362,14.1875,5.647607685035019,6.75,31.5,biased,same,cl
363,14.21875,5.632783292371435,6.75,31.625,biased,same,cl
364,14.25,5.62595429378201,6.75,31.625,biased,same,cl
365,14.2625,5.630283623026973,6.625,31.625,biased,same,cl
366,14.29375,5.619884349928959,6.75,31.625,biased,same,cl
367,14.312499999999998,5.605594477827938,6.75,31.5,biased,same,cl
368,14.337499999999999,5.585164848451106,6.75,31.375,biased,same,cl
369,14.368750000000002,5.572371919834497,6.75,31.375,biased,same,cl
370,14.400000000000002,5.579773570929767,6.75,31.25,biased,same,cl
371,14.412500000000001,5.560634442018426,6.75,31.25,biased,same,cl
372,14.44375,5.580168126036646,6.625,31.375,biased,same,cl
373,14.46875,5.597241910666489,6.625,31.375,biased,same,cl
374,14.493749999999999,5.61416276818815,6.625,31.375,biased,same,cl
375,14.518749999999997,5.613632779620374,6.625,31.25,biased,same,cl
376,14.54375,5.605677274034773,6.5,31.25,biased,same,cl
377,14.575,5.596519293443804,6.5,31.25,biased,same,cl
378,14.60625,5.578363619368937,6.5,31.25,biased,same,cl
379,14.631250000000003,5.582651336040263,6.5,31.25,biased,same,cl
380,14.656250000000002,5.582457342247671,6.5,31.25,biased,same,cl
381,14.68125,5.580897613538252,6.5,31.25,biased,same,cl
382,14.7,5.5846807296147665,6.375,31.25,biased,same,cl
383,14.725000000000001,5.589112402707617,6.375,31.25,biased,same,cl
384,14.7375,5.596526127460398,6.375,31.25,biased,same,cl
385,14.775,5.6167982474147715,6.5,31.375,biased,same,cl
386,14.80625,5.64241553301317,6.5,31.5,biased,same,cl
387,14.8375,5.653545908764038,6.5,31.625,biased,same,cl
388,14.86875,5.66830755786979,6.5,31.75,biased,same,cl
389,14.893749999999999,5.681514309335574,6.5,31.875,biased,same,cl
390,14.925,5.6809404206134095,6.5,31.75,biased,same,cl
391,14.95,5.6617578099332375,6.5,31.75,biased,same,cl
392,14.9875,5.65841230998998,6.5,31.625,biased,same,cl
393,15.00625,5.650583319213519,6.5,31.625,biased,same,cl
394,15.025000000000002,5.646606492785634,6.625,31.625,biased,same,cl
