scenario,rewiring,topology,model_run,friendly_name,network_class,convergence_rate,final_cooperativity,final_polarization,time_to_majority,rel_vs_static_rate,rel_vs_static_coop,rel_vs_static_polar,rel_vs_static_time,rel_vs_random_rate,rel_vs_random_coop,rel_vs_random_polar,rel_vs_random_time,better_than_static_rate,better_than_static_coop,better_than_static_polar,better_than_static_time,better_than_random_rate,better_than_random_coop,better_than_random_polar,better_than_random_time
bridge,diff,Twitter,30,bridge (opposite),directed,-0.0157194255311692,0.432700117894703,0.8764442959073636,21700.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,31,bridge (opposite),directed,-0.010868174584571708,0.39554355216137527,0.8920620610944777,28120.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,32,bridge (opposite),directed,0.08827429914748493,0.2985040181123197,0.9250886784370654,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,33,bridge (opposite),directed,-0.13951497125071793,0.32445630887847304,0.9197716999665994,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,34,bridge (opposite),directed,0.004506813939637206,0.452444526908747,0.8653917235713482,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,34,bridge (opposite),directed,0.3679409304767456,0.44699487253059417,0.8696593132748367,22424.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,35,bridge (opposite),directed,-0.05998356125790237,0.4939714749898823,0.8396108552709851,40109.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,36,bridge (opposite),directed,0.11921488905305883,0.3884995958395827,0.8967377312306506,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,37,bridge (opposite),directed,0.12594453081241894,0.44812973088134583,0.869692305592692,26138.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,38,bridge (opposite),directed,0.041956941673304195,0.3490550954530383,0.9086301970821716,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,39,bridge (opposite),directed,-0.0764529471911291,0.4577818562365537,0.8629936537799691,23641.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,40,bridge (opposite),directed,0.10840802495535963,0.3186871114485336,0.9178313998698641,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,41,bridge (opposite),directed,-0.19770461770842684,0.3160676011865864,0.9198632804825726,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,42,bridge (opposite),directed,0.2454513330794875,0.31570646572444866,0.922350842838701,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,43,bridge (opposite),directed,-0.22881620332953329,0.3496129755403778,0.9086933583870925,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,44,bridge (opposite),directed,0.0623824391256043,0.3424999427082797,0.9093295516228743,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,45,bridge (opposite),directed,0.10430149401665478,0.3615673124566309,0.899725090550254,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,45,bridge (opposite),directed,0.08545699832409473,0.523500076358956,0.8257628219590035,27474.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,46,bridge (opposite),directed,0.05710781501113062,0.39249275741497885,0.8947650486284395,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,47,bridge (opposite),directed,0.2297942557124773,0.41348765952501254,0.8832817241270849,16990.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,48,bridge (opposite),directed,0.10289420352884704,0.23410634807016475,0.9439136961349315,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,49,bridge (opposite),directed,0.060468741848845736,0.27296021012267346,0.9347152537619382,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,50,bridge (opposite),directed,0.20345397439752022,0.484042913888208,0.8510597712812039,20027.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,51,bridge (opposite),directed,0.23421406979030637,0.4693775003471699,0.8574613924236384,18478.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,52,bridge (opposite),directed,0.09185465376526156,0.4622068976614679,0.8600456200242563,41351.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,53,bridge (opposite),directed,0.19056210177801863,0.4032405893428151,0.8905038146474573,26425.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,54,bridge (opposite),directed,0.059264877159822114,0.5399197991481799,0.8162035381343032,35727.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,55,bridge (opposite),directed,0.04105159029467265,0.5155156726043449,0.8345408794276605,34480.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,56,bridge (opposite),directed,0.021287716756620872,0.4363422255100363,0.8792351908790386,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,56,bridge (opposite),directed,0.32982540667380633,0.5150486099738489,0.8302060934632111,31744.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,57,bridge (opposite),directed,0.013343363452100795,0.40580776048099704,0.8864461921618931,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,58,bridge (opposite),directed,0.0035767282195523853,0.503172200765069,0.8381531349734276,19068.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,59,bridge (opposite),directed,0.2864749573526428,0.5273496548873775,0.8241011120805317,18956.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,60,bridge (opposite),directed,0.048918804081150395,0.3742452059864366,0.9005617167980899,27453.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,61,bridge (opposite),directed,0.3952755107883308,0.4021734624992195,0.8904283276149385,18301.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,62,bridge (opposite),directed,-0.06499313991539285,0.44754430999597034,0.8686562389013245,21129.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,63,bridge (opposite),directed,0.19290404104802603,0.5279381614670787,0.8231327941045773,20814.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,64,bridge (opposite),directed,0.08516591596193727,0.4163831184534056,0.8826269308113391,30768.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,65,bridge (opposite),directed,0.16447326761640543,0.5886478109108565,0.7824145560575871,18272.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,66,bridge (opposite),directed,-0.009309673868406398,0.2965355026017892,0.9285605905349332,23148.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,67,bridge (opposite),directed,-0.07744052907202228,0.4481492740705986,0.8665706843106894,24211.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,67,bridge (opposite),directed,0.17017684988260423,0.4041667368716955,0.89181632072559,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,68,bridge (opposite),directed,0.16519942932405815,0.5080535177923914,0.8334741195728731,21863.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,69,bridge (opposite),directed,-0.07129739768659087,0.4383245198789329,0.8697450807926358,21058.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,70,bridge (opposite),directed,-0.02957352491748954,0.33361424934140216,0.9185625024337696,26507.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,71,bridge (opposite),directed,-0.048806879265908924,0.4125036813770169,0.8843084820322338,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,72,bridge (opposite),directed,0.2238883125531354,0.2010692620004851,0.9513360239049945,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,73,bridge (opposite),directed,0.2851861983470109,0.555569813967795,0.807745527965217,20422.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,74,bridge (opposite),directed,0.35856222685198014,0.3934089579602642,0.8932668637765543,26092.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,75,bridge (opposite),directed,-0.03829348253360661,0.3979132428019985,0.8902633883768878,20395.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,76,bridge (opposite),directed,0.1881291457351811,0.542042815747404,0.8146697443849292,20052.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,77,bridge (opposite),directed,-0.10239952217969817,0.3740762826819723,0.9024304461402233,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,78,bridge (opposite),directed,0.5424910609655813,0.2897435850151018,0.9322705528431612,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,78,bridge (opposite),directed,,0.3870592064101341,0.8933593801104501,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,79,bridge (opposite),directed,0.26575051216040035,0.4957548033287865,0.8423153328922764,39032.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,80,bridge (opposite),directed,0.19975785793279238,0.5250147146255993,0.8283739452590043,17660.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,81,bridge (opposite),directed,0.14109110740008862,0.29926301823031926,0.9274608444646776,,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,82,bridge (opposite),directed,0.019087025958073052,0.47713746118912703,0.8535295385069614,22939.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,83,bridge (opposite),directed,0.4156944801961765,0.4044315144844424,0.8851811694302102,10333.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,84,bridge (opposite),directed,0.0909389275163244,0.4818041489525952,0.8527664127887163,19046.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,85,bridge (opposite),directed,0.26092826204397074,0.4399354010994147,0.872362477447502,22885.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,86,bridge (opposite),directed,0.19149887692928885,0.5129694053369144,0.8311672724102642,16692.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,87,bridge (opposite),directed,-0.005438397118782239,0.45351198682383637,0.8635230398799302,29374.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,88,bridge (opposite),directed,-0.2061265105953014,0.4872133829005312,0.8475206941979333,12988.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,diff,Twitter,89,bridge (opposite),directed,0.2733443912066344,0.43202191061515594,0.877304983481708,27973.0,2.173996493787726,1.0447776795470642,0.9957750195937722,0.7759315904472103,1.0063040256907205,0.7342254926601538,1.11638427334306,1.0462337696313002,True,True,True,True,True,False,False,False
bridge,same,Twitter,0,bridge (similar),directed,0.053593800241652334,0.7218638429698392,0.6776373213337105,25041.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,1,bridge (similar),directed,0.040025970550466056,0.6214057967598957,0.7625906346049184,29881.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,2,bridge (similar),directed,0.08891300451171145,0.6420678159373248,0.7492316677736207,22213.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,3,bridge (similar),directed,-0.03395501180286571,0.7055781443292998,0.6906180068880338,17143.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,4,bridge (similar),directed,-0.06877748507877965,0.7170468747837608,0.6746856309578839,33473.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,5,bridge (similar),directed,0.08256363036197868,0.7369711735644185,0.6585932167336196,17512.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,6,bridge (similar),directed,0.11944102771763455,0.6228169798956815,0.761218692336924,22657.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,7,bridge (similar),directed,0.08452035659386703,0.3872737755671262,0.9022838845535784,,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,7,bridge (similar),directed,-0.34606455343589665,0.576754691078766,0.7913104701890064,38056.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,8,bridge (similar),directed,-0.2536155838392092,0.7125242655704531,0.6852264659619856,22093.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,9,bridge (similar),directed,0.10963900445810436,0.7012611444035975,0.6923809929604897,17951.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,10,bridge (similar),directed,-0.029862977173520103,0.6568530368013278,0.7336412980032412,23972.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,11,bridge (similar),directed,0.3308302041175184,0.6849493335144448,0.7104175543943431,19966.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,12,bridge (similar),directed,0.13585263288673982,0.740402393744193,0.6579675257639724,22499.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,13,bridge (similar),directed,0.5039641872346989,0.6096359777888698,0.7699597361633737,19992.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,14,bridge (similar),directed,0.32218697602971713,0.6449841972307245,0.7425729554819598,28062.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,15,bridge (similar),directed,0.19782057322919963,0.6274684874050516,0.7564074444168974,24085.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,16,bridge (similar),directed,-0.030009245269995707,0.4579036320329931,0.8632063695194997,37251.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,17,bridge (similar),directed,-0.11695086496241877,0.6588445145812986,0.7352061795065737,25872.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,18,bridge (similar),directed,0.13806451629456526,0.7036996282994924,0.6966301375262672,18180.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,18,bridge (similar),directed,,0.7191926517631558,0.6777566433613168,40000.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,19,bridge (similar),directed,0.4443118123443949,0.7214597751444379,0.6783191193837883,14647.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,20,bridge (similar),directed,0.007132926904199008,0.6427456603953332,0.7452293952926266,25413.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,21,bridge (similar),directed,-0.03235300377095797,0.6537910685039553,0.7346129967464843,31619.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,22,bridge (similar),directed,-0.19224705889246216,0.697500620273202,0.7001301675047026,19180.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,23,bridge (similar),directed,-0.025506325325644494,0.5889336408516836,0.7865610281353809,28405.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,24,bridge (similar),directed,0.12068807251647745,0.546571612388826,0.8144396090202892,28914.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,25,bridge (similar),directed,0.049375928921578584,0.5999329358540694,0.7760058013258284,31079.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,26,bridge (similar),directed,0.13542034741009393,0.7209913608095834,0.6753250741351163,15805.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,27,bridge (similar),directed,-0.09067001887813866,0.6851480916432462,0.7102684246382452,19746.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,28,bridge (similar),directed,0.005070655229011318,0.7310053594788856,0.6657291041393002,17342.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
bridge,same,Twitter,29,bridge (similar),directed,0.01575774259688395,0.710416821412794,0.6869653782250378,17448.0,1.4058324022176691,1.5357594748494203,0.8458132096787518,0.7871049738286647,0.6507346308242163,1.0792666986508108,0.9482589409165775,1.0612994934124098,True,True,True,True,False,True,True,False
