scenario,rewiring,topology,model_run,friendly_name,network_class,convergence_rate,final_cooperativity,final_polarization,time_to_majority,rel_vs_static_rate,rel_vs_static_coop,rel_vs_static_polar,rel_vs_static_time,rel_vs_random_rate,rel_vs_random_coop,rel_vs_random_polar,rel_vs_random_time,better_than_static_rate,better_than_static_coop,better_than_static_polar,better_than_static_time,better_than_random_rate,better_than_random_coop,better_than_random_polar,better_than_random_time
bridge,diff,DPAH,45,bridge (opposite),directed,-0.08358211656518327,0.331984594865939,0.91829152152884,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,46,bridge (opposite),directed,-0.04573421022386212,0.309463965031453,0.9247936354240648,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,46,bridge (opposite),directed,0.01868702084550293,0.41520787963669137,0.8818047950446464,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,47,bridge (opposite),directed,0.03206602484242462,0.08222673218913082,0.9663200954697925,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,48,bridge (opposite),directed,0.3624457971782353,0.30938203433836775,0.9229515919077396,16964.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,49,bridge (opposite),directed,-0.07152273534101342,0.14604168751788224,0.9617115751654439,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,50,bridge (opposite),directed,-0.22517850163055494,0.4099070178579068,0.887831792217329,22223.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,51,bridge (opposite),directed,0.5334006950533289,0.35365265531981066,0.9085889906803626,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,52,bridge (opposite),directed,-0.43614736919167935,0.4977684917291228,0.8420166596767056,16739.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,53,bridge (opposite),directed,0.1944785672047462,0.42388689102993476,0.879045161410977,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,54,bridge (opposite),directed,0.2760690694823722,0.40841227328818674,0.8887796060309316,30257.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,55,bridge (opposite),directed,0.1200735250546305,0.36591493335353453,0.9024534035972405,12307.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,56,bridge (opposite),directed,0.33724597007902885,0.3574648120370292,0.9057728888814587,16454.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,57,bridge (opposite),directed,-0.47769869089052736,0.4592558669894225,0.86505701644056,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,57,bridge (opposite),directed,0.2540726409869051,0.3331937422776322,0.9173702449369914,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,58,bridge (opposite),directed,0.1291430333177708,0.4318453836209739,0.8744711018577443,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,59,bridge (opposite),directed,0.08327748228536135,0.4530761693027529,0.8652396467667799,15744.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,60,bridge (opposite),directed,0.44214952490868314,0.3610369030273864,0.907687511038041,27324.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,61,bridge (opposite),directed,-0.14969638237057978,0.3365138729672031,0.9152236538297804,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,62,bridge (opposite),directed,-0.02562390424482281,0.3889891037681656,0.8966851215440733,27770.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,63,bridge (opposite),directed,0.0675112643734719,0.4015028952626306,0.8895623572709923,13975.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,64,bridge (opposite),directed,0.16473918966577367,0.3181989995328654,0.9216483910023305,14786.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,65,bridge (opposite),directed,0.13404480731680893,0.2753902591170557,0.9319032081328776,27668.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,66,bridge (opposite),directed,-0.004528049592163537,0.3921868128500875,0.8917763655929594,30001.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,67,bridge (opposite),directed,0.017443349578382603,0.3077385824769395,0.9222460002468764,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,68,bridge (opposite),directed,-0.008412410192120703,0.3247044539757509,0.9203707928423628,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,68,bridge (opposite),directed,,0.3204841768433118,0.9232430766744785,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,69,bridge (opposite),directed,0.5850011462369482,0.3293412881880352,0.91657387861812,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,70,bridge (opposite),directed,-0.03808466533320061,0.31929501998854015,0.9195040678802557,31275.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,71,bridge (opposite),directed,0.290628765401461,0.2515689688327656,0.9394981334916438,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,72,bridge (opposite),directed,0.018906105839623308,0.383986903193026,0.895053219742756,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,73,bridge (opposite),directed,0.29609012999377793,0.2334495401244593,0.9454053682116778,9418.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,74,bridge (opposite),directed,-0.10342311326664572,0.40325093660902533,0.8841002919162991,6651.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,75,bridge (opposite),directed,0.2811946166946181,0.2909570888045455,0.9281512458534288,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,76,bridge (opposite),directed,-0.04428061281287257,0.4138454916951488,0.8813854767609992,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,77,bridge (opposite),directed,-0.0027559474486717915,0.3451902816856761,0.9146529842386244,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,78,bridge (opposite),directed,0.2390564990396093,0.37265971367120193,0.8975292633859379,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,79,bridge (opposite),directed,-0.006772031757057607,0.411222485917819,0.882553433926043,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,80,bridge (opposite),directed,0.718969863115827,0.39046470074521106,0.8941632506001737,16869.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,81,bridge (opposite),directed,-0.016293428678478446,0.39302733063917267,0.894538851356212,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,82,bridge (opposite),directed,0.27060745217889975,0.4371888142009191,0.8746090711899395,33690.0,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
bridge,diff,DPAH,83,bridge (opposite),directed,0.20535972732867944,0.37445283317091643,0.9038483782195752,,2.1771673215015457,1.042389191996865,1.0087814561085418,0.8058165203038364,1.3429777225696788,0.6935113993063743,1.0934327560246404,0.8371348595057309,True,True,False,True,True,False,False,True
